Surname,Experiment Group,Drainage Region Set,Drainage Region ID,Drainage Region Area (km2),Drainage Region Area Observed (km2),Date (decimal years),Rate of Mass Change (Gt/month),Rate of Mass Change Uncertainty (Gt/month)
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2012.623,-1.577,0.402
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2012.708,1.312,0.261
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2012.790,0.246,0.093
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2012.874,0.350,0.107
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2012.956,0.089,0.039
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.041,0.337,0.102
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.123,0.269,0.082
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.203,0.349,0.107
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.288,0.161,0.058
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.370,0.347,0.167
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.455,-2.594,0.219
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.537,-4.548,0.268
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.622,0.692,0.487
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.707,5.334,0.519
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.789,0.547,0.162
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.874,0.186,0.062
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2013.956,1.279,0.298
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.041,0.542,0.152
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.123,0.024,0.018
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.203,0.354,0.104
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.288,0.089,0.036
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.370,0.111,0.070
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.455,-1.611,0.207
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.537,-3.115,0.374
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.622,0.163,0.414
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.707,0.741,0.224
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.789,2.786,0.431
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.874,0.683,0.197
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2014.956,1.383,0.300
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.041,2.136,0.369
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.123,0.523,0.152
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.203,1.087,0.272
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.288,0.480,0.142
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.370,0.012,0.032
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.455,-1.083,0.112
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.537,-4.503,0.354
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.622,-0.161,0.331
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.707,0.772,0.229
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.789,0.795,0.232
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.874,1.001,0.260
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2015.956,0.657,0.188
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.041,1.604,0.345
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.123,0.046,0.021
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.205,0.365,0.108
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.290,0.249,0.087
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.371,0.378,0.162
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.456,-1.880,0.194
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.538,-5.169,0.310
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.623,-1.395,0.231
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.708,0.572,0.186
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.790,1.678,0.394
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.874,1.261,0.322
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2016.956,0.906,0.226
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.041,0.354,0.106
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.123,0.273,0.082
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.203,0.054,0.029
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.288,0.109,0.039
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.370,0.506,0.150
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.455,-0.760,0.254
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.537,-3.656,0.237
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.622,-0.331,0.339
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.707,1.758,0.426
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.789,1.257,0.285
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.874,0.528,0.147
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2017.956,0.138,0.047
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.041,1.288,0.294
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.123,3.082,0.454
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.203,0.143,0.045
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.288,0.217,0.067
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.370,1.687,0.336
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.455,-0.599,0.229
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.537,-2.489,0.359
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.622,-0.701,0.302
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.707,0.280,0.094
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.789,1.698,0.386
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.874,0.408,0.119
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2018.956,0.080,0.035
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.041,0.634,0.180
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.123,0.115,0.037
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.203,0.427,0.123
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.288,0.123,0.061
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.370,0.258,0.121
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.455,-1.871,0.238
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.537,-4.397,0.329
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.622,-0.690,0.397
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.707,1.960,0.408
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.789,0.101,0.052
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.874,0.228,0.074
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2019.956,0.627,0.171
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.041,2.296,0.375
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.123,0.217,0.066
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.205,0.113,0.038
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.290,0.322,0.106
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.371,0.361,0.142
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.456,-0.387,0.410
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.538,-1.303,0.575
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.623,0.844,0.498
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.708,0.689,0.188
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.790,0.671,0.197
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.874,0.671,0.194
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2020.956,0.921,0.229
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.041,0.491,0.144
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.123,0.516,0.151
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.203,0.443,0.124
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.288,0.515,0.152
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.370,-0.050,0.084
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.455,-1.122,0.285
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.537,-3.324,0.418
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.622,-0.865,0.329
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.707,2.589,0.447
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.789,0.409,0.122
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.874,0.885,0.211
Hansen,SMB,Zwally,2.200,50373.205,50365.715,2021.956,0.922,0.230
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.041,3.305,0.855
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.123,3.435,0.890
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.205,5.695,1.158
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.290,3.163,0.824
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.371,0.491,0.405
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.456,-3.047,1.066
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.538,-7.979,0.798
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.623,-0.178,0.866
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.708,2.992,0.811
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.790,1.485,0.437
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.874,2.334,0.665
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1980.956,0.896,0.274
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.041,0.721,0.230
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.123,2.671,0.680
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.203,0.759,0.241
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.288,2.868,0.767
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.370,3.034,0.953
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.455,-2.104,0.941
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.537,-7.119,0.985
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.622,1.754,1.218
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.707,1.561,0.456
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.789,2.379,0.668
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.874,2.816,0.804
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1981.956,0.504,0.180
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.041,1.084,0.325
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.123,4.539,0.897
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.203,5.515,1.086
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.288,2.242,0.634
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.370,0.498,0.287
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.455,-4.431,0.630
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.537,-5.297,1.174
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.622,-1.537,0.663
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.707,1.923,0.530
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.789,3.025,0.695
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.874,2.519,0.668
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1982.956,2.283,0.623
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.041,2.982,0.673
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.123,4.995,1.154
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.203,3.172,0.827
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.288,4.337,0.959
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.370,0.592,0.319
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.455,-3.725,0.636
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.537,0.956,1.671
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.622,4.990,1.427
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.707,1.699,0.526
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.789,0.802,0.254
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.874,2.459,0.697
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1983.956,1.695,0.487
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.041,6.520,1.179
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.123,7.174,1.236
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.205,2.725,0.682
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.290,5.277,1.119
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.371,6.653,1.303
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.456,-2.288,0.870
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.538,-7.351,1.046
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.623,3.816,1.470
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.708,6.431,1.270
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.790,3.407,0.745
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.874,2.435,0.645
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1984.956,9.124,1.388
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.041,2.634,0.721
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.123,3.878,0.910
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.203,3.057,0.801
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.288,0.497,0.168
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.370,1.514,0.616
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.455,-2.476,0.882
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.537,-4.687,1.256
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.622,-1.919,0.631
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.707,0.383,0.207
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.789,1.920,0.557
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.874,4.213,0.981
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1985.956,0.613,0.190
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.041,2.825,0.691
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.123,1.823,0.520
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.203,4.179,0.932
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.288,2.773,0.638
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.370,2.593,0.765
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.455,-1.488,1.066
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.537,-5.091,0.866
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.622,1.037,1.251
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.707,3.015,0.846
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.789,3.524,0.826
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.874,3.641,0.803
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1986.956,11.463,1.431
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.041,2.474,0.691
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.123,4.177,0.976
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.203,4.367,0.988
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.288,7.061,1.260
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.370,0.656,0.433
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.455,-4.137,0.753
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.537,-6.818,1.011
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.622,-3.525,0.502
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.707,2.043,0.575
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.789,2.037,0.586
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.874,2.270,0.634
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1987.956,1.894,0.535
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.041,1.573,0.455
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.123,3.361,0.847
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.205,1.501,0.436
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.290,0.746,0.239
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.371,2.887,0.890
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.456,1.097,1.425
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.538,-5.932,1.080
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.623,1.610,1.371
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.708,1.290,0.420
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.790,1.316,0.414
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.874,2.050,0.605
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1988.956,2.082,0.576
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.041,1.622,0.456
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.123,1.437,0.389
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.203,1.788,0.494
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.288,2.051,0.557
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.370,1.807,0.610
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.455,-3.683,0.800
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.537,-7.877,0.879
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.622,0.463,0.923
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.707,2.762,0.799
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.789,3.275,0.836
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.874,1.049,0.346
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1989.956,3.227,0.871
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.041,3.783,0.827
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.123,1.507,0.408
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.203,0.822,0.251
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.288,0.719,0.246
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.370,0.813,0.491
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.455,-3.681,1.060
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.537,-5.632,1.474
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.622,3.551,1.423
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.707,4.655,1.142
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.789,1.771,0.516
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.874,1.993,0.580
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1990.956,7.091,1.176
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.041,4.990,1.048
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.123,3.563,0.905
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.203,1.482,0.434
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.288,1.029,0.301
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.370,2.791,0.890
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.455,-5.147,0.533
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.537,-8.598,0.642
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.622,1.616,1.279
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.707,3.736,0.882
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.789,2.226,0.644
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.874,1.789,0.510
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1991.956,2.923,0.798
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.041,2.727,0.764
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.123,5.026,1.076
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.205,1.416,0.409
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.290,1.443,0.401
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.371,2.128,0.719
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.456,5.423,1.559
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.538,-6.095,0.859
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.623,0.227,0.731
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.708,3.700,0.977
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.790,2.261,0.659
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.874,7.508,1.189
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1992.956,2.823,0.755
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.041,1.275,0.378
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.123,3.174,0.847
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.203,4.476,1.014
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.288,2.789,0.695
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.370,0.572,0.380
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.455,-2.918,0.846
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.537,-6.948,0.929
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.622,-0.277,0.809
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.707,2.507,0.761
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.789,3.370,0.865
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.874,10.819,1.451
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1993.956,1.319,0.375
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.041,1.834,0.482
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.123,7.470,1.240
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.203,2.030,0.543
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.288,3.507,0.780
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.370,1.416,0.522
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.455,-0.022,1.126
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.537,-8.457,0.609
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.622,-1.607,0.849
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.707,2.685,0.747
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.789,0.873,0.270
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.874,1.633,0.477
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1994.956,2.714,0.727
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.041,1.864,0.511
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.123,0.399,0.129
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.203,2.656,0.715
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.288,1.512,0.459
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.370,-0.964,0.171
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.455,-3.950,0.909
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.537,-4.892,1.145
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.622,-0.178,1.179
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.707,2.524,0.738
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.789,0.319,0.129
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.874,3.188,0.916
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1995.956,4.447,1.109
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.041,5.502,1.199
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.123,6.508,1.151
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.205,5.415,1.166
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.290,2.242,0.586
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.371,0.645,0.369
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.456,-4.996,0.619
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.538,-4.521,1.384
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.623,0.384,0.865
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.708,5.290,1.145
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.790,2.117,0.582
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.874,1.648,0.491
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1996.956,1.449,0.434
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.041,2.779,0.773
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.123,5.996,1.063
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.203,1.838,0.516
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.288,3.011,0.816
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.370,0.182,0.325
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.455,-3.902,0.726
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.537,1.847,1.685
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.622,2.231,1.498
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.707,2.681,0.748
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.789,2.150,0.618
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.874,1.767,0.500
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1997.956,3.328,0.882
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1998.041,3.058,0.696
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1998.123,3.653,0.881
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1998.203,2.527,0.699
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1998.288,0.755,0.232
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1998.370,2.434,0.843
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1998.455,-5.624,0.778
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1998.537,-4.991,1.501
Hansen,SMB,Zwally,3.100,144857.331,144852.664,1998.622,0.185,1.191
